Year,"Major area, region, country or area of destination",0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2010,Venezuela (Bolivarian Republic of),"49,550","55,425","55,706","53,174","83,390","107,764","122,172","129,015","131,684","126,317","114,151","96,639","75,343","61,493","35,605","34,060","1,331,488","25,385","28,403","28,448","26,736","41,763","53,966","61,200","64,610","65,902","63,174","57,072","48,322","37,595","30,659","17,744","16,984","667,963","24,165","27,022","27,258","26,438","41,627","53,798","60,972","64,405","65,782","63,143","57,079","48,317","37,748","30,834","17,861","17,076","663,525"
2010,NORTHERN AMERICA,"452,371","1,190,192","1,803,362","2,601,345","3,439,323","4,765,727","5,048,449","5,076,907","5,105,781","4,749,898","4,014,999","3,322,847","2,900,411","2,009,878","1,693,460","2,796,046","50,970,996","228,590","603,281","937,903","1,387,508","1,844,766","2,504,469","2,583,175","2,563,325","2,542,600","2,323,629","1,912,497","1,535,064","1,298,300","873,236","697,327","1,108,981","24,944,651","223,781","586,911","865,459","1,213,837","1,594,557","2,261,258","2,465,274","2,513,582","2,563,181","2,426,269","2,102,502","1,787,783","1,602,111","1,136,642","996,133","1,687,065","26,026,345"
2010,Bermuda,394,480,453,412,489,"1,496","2,291","2,211","2,160","2,018","1,793","1,344","1,106",836,537,864,"18,884",204,231,209,181,220,705,"1,150","1,178","1,138","1,049",865,668,512,378,224,290,"9,202",190,249,244,231,269,791,"1,141","1,033","1,022",969,928,676,594,458,313,574,"9,682"
2010,Canada,"63,337","141,851","206,936","260,512","360,971","449,017","496,939","573,654","646,936","664,820","578,170","522,280","510,326","398,392","319,386","567,699","6,761,226","32,115","71,224","104,608","135,399","184,118","212,743","223,391","264,747","307,443","321,065","280,807","252,830","247,273","194,910","151,549","252,317","3,236,539","31,222","70,627","102,328","125,113","176,853","236,274","273,548","308,907","339,493","343,755","297,363","269,450","263,053","203,482","167,837","315,382","3,524,687"
2010,Greenland,193,260,194,121,251,484,683,709,629,611,626,543,500,280,92,50,"6,226",97,123,105,54,136,282,417,488,455,437,453,402,402,239,81,39,"4,210",96,137,89,67,115,202,266,221,174,174,173,141,98,41,11,11,"2,016"
2010,Saint Pierre and Miquelon,47,58,78,76,66,76,92,103,103,97,78,52,27,16,12,36,"1,017",25,30,40,40,36,40,47,52,56,56,43,28,15,9,6,8,531,22,28,38,36,30,36,45,51,47,41,35,24,12,7,6,28,486
2010,United States of America,"388,400","1,047,543","1,595,701","2,340,224","3,077,546","4,314,654","4,548,444","4,500,230","4,455,953","4,082,352","3,434,332","2,798,628","2,388,452","1,610,354","1,373,433","2,227,397","44,183,643","196,149","531,673","832,941","1,251,834","1,660,256","2,290,699","2,358,170","2,296,860","2,233,508","2,001,022","1,630,329","1,281,136","1,050,098","677,700","545,467","856,327","21,694,169","192,251","515,870","762,760","1,088,390","1,417,290","2,023,955","2,190,274","2,203,370","2,222,445","2,081,330","1,804,003","1,517,492","1,338,354","932,654","827,966","1,371,070","22,489,474"
2010,OCEANIA,"84,982","177,365","223,510","299,263","535,820","618,718","577,470","573,895","604,383","582,666","607,356","507,887","504,684","382,925","311,218","532,492","7,124,634","43,344","90,728","114,620","154,396","279,193","311,270","283,600","279,143","294,966","285,750","299,502","250,980","256,077","196,329","157,252","240,857","3,538,007","41,638","86,637","108,890","144,867","256,627","307,448","293,870","294,752","309,417","296,916","307,854","256,907","248,607","186,596","153,966","291,635","3,586,627"
2010,Australia/New Zealand,"72,029","162,257","206,640","282,390","516,547","594,128","548,417","542,132","574,579","556,757","586,389","491,718","491,315","373,896","305,297","525,932","6,830,423","36,972","83,091","106,050","145,872","268,870","298,806","268,904","262,399","278,699","271,061","287,590","241,767","248,344","191,152","154,049","237,451","3,381,077","35,057","79,166","100,590","136,518","247,677","295,322","279,513","279,733","295,880","285,696","298,799","249,951","242,971","182,744","151,248","288,481","3,449,346"
2010,Australia,"57,590","129,920","160,830","224,630","443,540","520,520","469,690","462,140","486,860","475,750","517,120","431,310","440,210","329,210","270,340","463,320","5,882,980","29,540","66,540","82,530","116,210","231,940","263,750","232,340","225,590","237,900","232,290","253,960","212,080","222,880","168,820","136,590","209,070","2,922,030","28,050","63,380","78,300","108,420","211,600","256,770","237,350","236,550","248,960","243,460","263,160","219,230","217,330","160,390","133,750","254,250","2,960,950"
2010,New Zealand,"14,439","32,337","45,810","57,760","73,007","73,608","78,727","79,992","87,719","81,007","69,269","60,408","51,105","44,686","34,957","62,612","947,443","7,432","16,551","23,520","29,662","36,930","35,056","36,564","36,809","40,799","38,771","33,630","29,687","25,464","22,332","17,459","28,381","459,047","7,007","15,786","22,290","28,098","36,077","38,552","42,163","43,183","46,920","42,236","35,639","30,721","25,641","22,354","17,498","34,231","488,396"
2010,Melanesia,"5,052","5,348","5,502","5,218","5,820","7,684","8,947","10,421","10,765","9,741","8,224","6,991","6,139","3,993","2,630","3,209","105,684","2,514","2,682","2,866","2,770","3,120","4,161","4,962","5,935","6,323","5,840","4,972","4,165","3,604","2,300","1,475","1,737","59,426","2,538","2,666","2,636","2,448","2,700","3,523","3,985","4,486","4,442","3,901","3,252","2,826","2,535","1,693","1,155","1,472","46,258"
2010,Fiji,823,745,762,865,"1,023","1,175","1,252","1,233","1,127",990,856,776,624,428,289,383,"13,351",427,399,434,488,556,605,632,619,584,532,471,433,348,239,162,208,"7,137",396,346,328,377,467,570,620,614,543,458,385,343,276,189,127,175,"6,214"
2010,New Caledonia,"1,287","2,296","2,518","2,383","2,981","4,390","5,134","6,299","6,742","6,069","5,070","4,432","4,267","2,816","1,915","2,559","61,158",682,"1,209","1,314","1,240","1,548","2,280","2,694","3,365","3,651","3,300","2,770","2,434","2,365","1,582","1,056","1,396","32,886",605,"1,087","1,204","1,143","1,433","2,110","2,440","2,934","3,091","2,769","2,300","1,998","1,902","1,234",859,"1,163","28,272"
2010,Papua New Guinea,"2,539","1,959","1,913","1,672","1,449","1,591","1,896","2,226","2,329","2,231","1,945","1,499","1,029",622,335,189,"25,424","1,224",914,969,893,831,"1,013","1,294","1,591","1,766","1,744","1,526","1,133",765,408,205,94,"16,370","1,315","1,045",944,779,618,578,602,635,563,487,419,366,264,214,130,95,"9,054"
2010,Solomon Islands,161,157,139,110,131,232,328,336,283,227,187,158,120,86,58,47,"2,760",81,79,72,58,69,120,174,191,170,141,118,99,73,50,32,19,"1,546",80,78,67,52,62,112,154,145,113,86,69,59,47,36,26,28,"1,214"
2010,Vanuatu,242,191,170,188,236,296,337,327,284,224,166,126,99,41,33,31,"2,991",100,81,77,91,116,143,168,169,152,123,87,66,53,21,20,20,"1,487",142,110,93,97,120,153,169,158,132,101,79,60,46,20,13,11,"1,504"
2010,Micronesia,"4,410","5,666","6,748","7,295","9,247","11,488","13,437","13,850","11,495","9,299","7,199","5,109","4,084","2,801","1,984","1,836","115,948","2,121","2,821","3,378","3,553","5,017","5,574","6,362","6,804","5,808","4,966","3,786","2,693","2,253","1,541",920,803,"58,400","2,289","2,845","3,370","3,742","4,230","5,914","7,075","7,046","5,687","4,333","3,413","2,416","1,831","1,260","1,064","1,033","57,548"
2010,Guam,"2,270","3,813","4,846","5,125","6,394","7,360","8,069","8,313","6,713","5,727","4,799","3,470","3,054","2,260","1,700","1,503","75,416","1,142","1,959","2,512","2,643","3,625","3,724","3,950","4,340","3,505","3,076","2,393","1,691","1,638","1,251",779,696,"38,924","1,128","1,854","2,334","2,482","2,769","3,636","4,119","3,973","3,208","2,651","2,406","1,779","1,416","1,009",921,807,"36,492"
2010,Kiribati,223,299,354,341,284,268,246,227,199,119,92,76,43,29,19,49,"2,868",117,162,193,164,148,142,128,121,101,63,56,46,23,15,11,22,"1,512",106,137,161,177,136,126,118,106,98,56,36,30,20,14,8,27,"1,356"
2010,Marshall Islands,268,189,150,156,275,351,393,349,270,205,158,119,97,49,22,38,"3,089",152,107,83,90,162,215,242,218,171,133,106,85,74,32,14,11,"1,895",116,82,67,66,113,136,151,131,99,72,52,34,23,17,8,27,"1,194"
2010,Micronesia (Fed. States of),177,175,163,153,172,232,293,309,286,250,206,155,105,66,37,26,"2,805",88,87,64,58,60,85,131,175,189,173,143,105,69,42,24,9,"1,502",89,88,99,95,112,147,162,134,97,77,63,50,36,24,13,17,"1,303"
2010,Nauru,153,124,112,109,150,193,222,224,197,163,131,108,85,63,35,43,"2,112",79,67,64,62,79,97,112,116,104,87,74,64,50,37,21,20,"1,133",74,57,48,47,71,96,110,108,93,76,57,44,35,26,14,23,979
2010,Northern Mariana Islands,"1,169",880,808,"1,110","1,510","2,370","3,400","3,590","3,129","2,354","1,547","1,060",634,307,151,149,"24,168",456,331,282,361,674,878,"1,310","1,329","1,335","1,177",871,632,357,144,55,31,"10,223",713,549,526,749,836,"1,492","2,090","2,261","1,794","1,177",676,428,277,163,96,118,"13,945"
2010,Palau,150,186,315,301,462,714,814,838,701,481,266,121,66,27,20,28,"5,490",87,108,180,175,269,433,489,505,403,257,143,70,42,20,16,14,"3,211",63,78,135,126,193,281,325,333,298,224,123,51,24,7,4,14,"2,279"
2010,Polynesia,"3,491","4,094","4,620","4,360","4,206","5,418","6,669","7,492","7,544","6,869","5,544","4,069","3,146","2,235","1,307","1,515","72,579","1,737","2,134","2,326","2,201","2,186","2,729","3,372","4,005","4,136","3,883","3,154","2,355","1,876","1,336",808,866,"39,104","1,754","1,960","2,294","2,159","2,020","2,689","3,297","3,487","3,408","2,986","2,390","1,714","1,270",899,499,649,"33,475"
2010,American Samoa,794,"1,042","1,276","1,482","1,602","2,027","2,432","2,697","2,541","2,550","1,836","1,192",898,510,363,313,"23,555",391,561,640,744,855,"1,021","1,211","1,409","1,328","1,307",941,616,464,263,188,159,"12,098",403,481,636,738,747,"1,006","1,221","1,288","1,213","1,243",895,576,434,247,175,154,"11,457"
2010,Cook Islands,447,297,298,333,350,356,337,295,253,210,174,131,99,77,43,69,"3,769",221,150,148,164,170,174,172,158,138,116,94,69,53,30,18,20,"1,895",226,147,150,169,180,182,165,137,115,94,80,62,46,47,25,49,"1,874"
2010,French Polynesia,795,"1,376","1,656","1,203",936,"1,815","2,794","3,496","3,920","3,428","2,998","2,306","1,802","1,403",762,950,"31,640",405,736,831,596,482,913,"1,428","1,916","2,218","2,066","1,796","1,405","1,165",924,525,631,"18,037",390,640,825,607,454,902,"1,366","1,580","1,702","1,362","1,202",901,637,479,237,319,"13,603"
2010,Niue,71,69,63,55,46,43,42,37,30,23,18,14,12,9,5,8,545,32,34,33,29,24,23,23,23,20,16,12,9,7,3,3,4,295,39,35,30,26,22,20,19,14,10,7,6,5,5,6,2,4,250
2010,Samoa,651,654,652,615,511,368,275,246,232,214,183,153,130,103,72,63,"5,122",317,324,335,326,265,175,119,107,115,121,111,93,75,55,34,22,"2,594",334,330,317,289,246,193,156,139,117,93,72,60,55,48,38,41,"2,528"
2010,Tokelau,79,64,66,35,32,26,19,24,10,18,11,10,6,8,3,18,429,34,26,30,19,17,14,10,14,6,10,7,6,4,5,2,2,206,45,38,36,16,15,12,9,10,4,8,4,4,2,3,1,16,223
2010,Tonga,471,392,359,343,398,447,460,434,352,260,195,161,126,91,46,54,"4,589",245,202,184,176,207,237,247,239,203,159,123,101,74,46,33,17,"2,493",226,190,175,167,191,210,213,195,149,101,72,60,52,45,13,37,"2,096"
2010,Tuvalu,10,8,10,10,12,13,13,13,11,11,8,7,6,3,1,18,154,6,5,6,5,6,7,8,9,7,7,6,6,3,1,1,2,85,4,3,4,5,6,6,5,4,4,4,2,1,3,2,..,16,69
2010,Wallis and Futuna Islands,173,192,240,284,319,323,297,250,195,155,121,95,67,31,12,22,"2,776",86,96,119,142,160,165,154,130,101,81,64,50,31,9,4,9,"1,401",87,96,121,142,159,158,143,120,94,74,57,45,36,22,8,13,"1,375"
2015,WORLD,"7,603,061","8,122,453","8,632,608","10,950,582","16,850,975","24,157,295","26,980,204","26,222,783","23,906,554","20,891,628","18,001,776","14,925,458","11,974,854","9,423,439","7,210,388","11,730,282","247,585,744","3,849,475","4,104,723","4,396,870","5,589,521","8,806,998","12,936,660","14,580,200","14,242,004","12,854,199","11,044,922","9,321,931","7,453,580","5,784,809","4,475,433","3,311,482","4,844,080","127,597,596","3,753,586","4,017,730","4,235,738","5,361,061","8,043,977","11,220,635","12,400,004","11,980,779","11,052,355","9,846,706","8,679,845","7,471,878","6,190,045","4,948,006","3,898,906","6,886,202","119,988,148"
2015,More developed regions,"1,417,564","2,478,627","3,351,441","5,102,979","8,320,075","12,054,742","14,060,766","14,417,790","14,162,015","13,234,634","12,086,587","10,290,076","8,558,639","6,857,825","5,238,756","8,616,881","140,250,197","725,663","1,264,279","1,700,765","2,610,157","4,248,680","5,948,603","6,880,968","7,088,118","6,943,707","6,475,930","5,851,418","4,859,709","3,979,895","3,150,415","2,349,888","3,451,767","67,530,336","691,901","1,214,348","1,650,676","2,492,822","4,071,395","6,106,139","7,179,798","7,329,672","7,218,308","6,758,704","6,235,169","5,430,367","4,578,744","3,707,410","2,888,868","5,165,114","72,719,861"
2015,Less developed regions,"6,185,497","5,643,826","5,281,167","5,847,603","8,530,900","12,102,553","12,919,438","11,804,993","9,744,539","7,656,994","5,915,189","4,635,382","3,416,215","2,565,614","1,971,632","3,113,401","107,335,547","3,123,812","2,840,444","2,696,105","2,979,364","4,558,318","6,988,057","7,699,232","7,153,886","5,910,492","4,568,992","3,470,513","2,593,871","1,804,914","1,325,018","961,594","1,392,313","60,067,260","3,061,685","2,803,382","2,585,062","2,868,239","3,972,582","5,114,496","5,220,206","4,651,107","3,834,047","3,088,002","2,444,676","2,041,511","1,611,301","1,240,596","1,010,038","1,721,088","47,268,287"
2015,Least developed countries,"1,229,663","1,106,695","1,061,388","1,169,684","1,328,824","1,417,793","1,355,836","1,204,590","1,011,697","830,432","643,763","500,126","361,498","244,609","160,242","177,917","13,804,757","594,980","533,122","536,490","572,319","640,058","692,931","680,365","615,298","518,133","429,679","332,437","256,396","185,682","122,294","78,248","84,026","6,872,458","634,683","573,573","524,898","597,365","688,766","724,862","675,471","589,292","493,564","400,753","311,326","243,730","175,816","122,315","81,994","93,891","6,932,299"
2015,"Less developed regions, excluding least developed countries","4,956,458","4,537,751","4,220,740","4,679,024","7,203,265","10,687,005","11,567,493","10,605,231","8,737,682","6,831,270","5,275,911","4,138,816","3,057,325","2,323,090","1,812,802","2,938,405","93,572,872","2,529,142","2,307,633","2,160,098","2,407,596","3,918,861","6,296,298","7,020,964","6,541,250","5,395,043","4,141,884","3,140,463","2,339,333","1,620,579","1,203,810","884,057","1,309,677","53,217,023","2,427,316","2,230,118","2,060,642","2,271,428","3,284,404","4,390,707","4,546,529","4,063,981","3,342,639","2,689,386","2,135,448","1,799,483","1,436,746","1,119,280","928,745","1,628,728","40,355,849"
2015,High-income countries,"2,728,295","3,722,236","4,333,722","5,837,277","9,579,088","15,090,342","17,893,322","17,788,818","16,389,160","14,270,322","12,154,167","9,840,411","7,863,994","6,343,260","4,730,476","8,252,007","156,816,897","1,418,081","1,920,305","2,226,001","3,032,114","5,124,517","8,277,006","9,849,798","9,809,170","8,901,341","7,588,125","6,316,500","4,911,308","3,792,686","3,011,750","2,192,310","3,353,089","81,724,101","1,310,214","1,801,931","2,107,721","2,805,163","4,454,571","6,813,336","8,043,524","7,979,648","7,487,819","6,682,197","5,837,667","4,929,103","4,071,308","3,331,510","2,538,166","4,898,918","75,092,796"
2015,Middle-income countries,"3,983,581","3,469,941","3,406,965","4,169,253","6,255,024","7,989,427","8,038,550","7,479,467","6,698,475","5,935,928","5,308,243","4,661,658","3,807,121","2,877,772","2,356,681","3,334,750","79,772,836","1,995,397","1,738,434","1,721,248","2,100,373","3,198,603","4,141,733","4,216,860","3,961,693","3,543,157","3,110,341","2,731,525","2,328,160","1,837,424","1,363,131","1,060,113","1,424,594","40,472,786","1,988,184","1,731,507","1,685,717","2,068,880","3,056,421","3,847,694","3,821,690","3,517,774","3,155,318","2,825,587","2,576,718","2,333,498","1,969,697","1,514,641","1,296,568","1,910,156","39,300,050"
2015,Upper-middle-income countries,"2,197,046","2,020,090","1,975,084","2,504,024","4,040,132","5,283,862","5,195,268","4,641,635","4,008,658","3,462,460","3,061,340","2,715,095","2,253,785","1,606,061","1,308,209","1,949,668","48,222,417","1,114,583","1,020,513","1,001,335","1,270,771","2,096,505","2,804,963","2,787,414","2,491,975","2,138,306","1,818,009","1,574,590","1,346,127","1,077,976","758,365","585,867","806,257","24,693,556","1,082,463","999,577","973,749","1,233,253","1,943,627","2,478,899","2,407,854","2,149,660","1,870,352","1,644,451","1,486,750","1,368,968","1,175,809","847,696","722,342","1,143,411","23,528,861"
2015,Lower-middle-income countries,"1,786,535","1,449,851","1,431,881","1,665,229","2,214,892","2,705,565","2,843,282","2,837,832","2,689,817","2,473,468","2,246,903","1,946,563","1,553,336","1,271,711","1,048,472","1,385,082","31,550,419","880,814","717,921","719,913","829,602","1,102,098","1,336,770","1,429,446","1,469,718","1,404,851","1,292,332","1,156,935","982,033","759,448","604,766","474,246","618,337","15,779,230","905,721","731,930","711,968","835,627","1,112,794","1,368,795","1,413,836","1,368,114","1,284,966","1,181,136","1,089,968","964,530","793,888","666,945","574,226","766,745","15,771,189"
2015,Low-income countries,"873,711","901,312","855,309","901,970","976,835","1,027,666","993,360","901,320","771,580","646,218","508,435","401,333","287,858","191,883","116,585","136,081","10,491,456","427,225","431,417","431,605","436,933","465,681","495,714","488,943","447,053","387,693","327,823","258,736","203,103","146,450","95,015","55,719","62,792","5,161,902","446,486","469,895","423,704","465,037","511,154","531,952","504,417","454,267","383,887","318,395","249,699","198,230","141,408","96,868","60,866","73,289","5,329,554"
2015,Sub-Saharan Africa,"1,859,950","1,610,919","1,544,454","1,658,398","2,021,000","2,310,361","2,225,507","2,012,438","1,663,954","1,343,458","1,030,650","801,307","592,560","422,568","298,342","308,764","21,705,234","900,027","773,500","770,444","809,665","1,009,309","1,205,379","1,199,187","1,107,727","934,328","764,486","587,530","448,363","326,826","227,729","154,293","144,658","11,363,786","959,923","837,419","774,010","848,733","1,011,691","1,104,982","1,026,320","904,711","729,626","578,972","443,120","352,944","265,734","194,839","144,049","164,106","10,341,448"
2015,AFRICA,"1,958,721","1,700,232","1,636,383","1,775,699","2,182,267","2,504,263","2,427,103","2,192,207","1,819,154","1,470,900","1,131,927","879,216","649,182","454,791","322,197","331,242","23,436,088","954,976","823,243","820,615","877,002","1,108,330","1,323,575","1,326,707","1,227,179","1,039,541","850,435","654,867","498,563","362,306","246,427","166,830","155,151","12,436,082","1,003,745","876,989","815,768","898,697","1,073,937","1,180,688","1,100,396","965,028","779,613","620,465","477,060","380,653","286,876","208,364","155,367","176,091","11,000,006"
2015,Eastern Africa,"631,145","604,058","578,672","575,468","618,855","651,705","635,728","584,116","505,324","423,799","339,407","268,866","197,985","132,996","79,103","93,738","6,920,965","308,354","285,107","295,744","283,006","303,178","323,854","320,738","296,809","260,527","220,089","176,345","139,486","104,514","67,678","39,488","45,569","3,470,486","322,791","318,951","282,928","292,462","315,677","327,851","314,990","287,307","244,797","203,710","163,062","129,380","93,471","65,318","39,615","48,169","3,450,479"
2015,Burundi,"34,502","21,442","14,447","15,908","25,346","29,378","28,278","26,223","23,800","20,463","15,925","11,893","8,271","5,708","3,797","4,429","289,810","14,597","9,094","6,153","7,218","12,972","16,467","15,802","14,108","12,274","10,168","7,756","5,636","3,929","2,713","1,805","2,098","142,790","19,905","12,348","8,294","8,690","12,374","12,911","12,476","12,115","11,526","10,295","8,169","6,257","4,342","2,995","1,992","2,331","147,020"
2015,Comoros,435,441,590,809,"1,082","1,311","1,354","1,331","1,248","1,104",894,680,498,350,233,195,"12,555",199,199,265,364,497,616,642,637,606,553,459,356,276,183,123,96,"6,071",236,242,325,445,585,695,712,694,642,551,435,324,222,167,110,99,"6,484"
2015,Djibouti,"5,182","6,634","8,974","11,310","13,169","13,391","12,513","10,526","8,417","6,402","4,964","3,978","3,129","1,669",834,"1,259","112,351","3,358","3,875","4,711","5,421","6,146","6,176","6,167","5,503","4,728","3,790","2,988","2,372","1,860",884,443,659,"59,081","1,824","2,759","4,263","5,889","7,023","7,215","6,346","5,023","3,689","2,612","1,976","1,606","1,269",785,391,600,"53,270"
2015,Eritrea,"1,063",986,"1,146","1,449","1,653","1,742","1,680","1,481","1,252","1,016",829,674,471,246,98,155,"15,941",598,553,654,830,941,979,931,812,681,549,445,359,260,122,49,70,"8,833",465,433,492,619,712,763,749,669,571,467,384,315,211,124,49,85,"7,108"
2015,Ethiopia,"138,124","180,418","138,327","95,350","90,860","92,664","89,724","80,477","70,278","58,489","46,573","35,590","22,827","11,292","4,798","6,785","1,162,576","69,257","82,127","81,899","50,651","46,622","47,278","45,554","40,648","35,357","29,294","23,252","17,743","11,426","5,278","2,325","3,165","591,876","68,867","98,291","56,428","44,699","44,238","45,386","44,170","39,829","34,921","29,195","23,321","17,847","11,401","6,014","2,473","3,620","570,700"
2015,Kenya,"157,829","100,351","111,597","100,393","97,246","95,488","86,164","74,206","64,534","52,160","40,730","31,295","26,453","19,389","13,324","13,198","1,084,357","79,539","50,406","55,826","50,131","48,342","47,189","42,477","36,734","32,269","26,323","20,622","15,751","13,120","9,642","6,672","6,601","541,644","78,290","49,945","55,771","50,262","48,904","48,299","43,687","37,472","32,265","25,837","20,108","15,544","13,333","9,747","6,652","6,597","542,713"
2015,Madagascar,"1,619","1,681","1,726","1,690","1,598","1,692","2,046","2,330","2,322","2,194","2,200","2,376","2,515","2,407","2,042","1,637","32,075",666,707,755,770,779,892,"1,126","1,267","1,229","1,180","1,267","1,492","1,700","1,717","1,506","1,217","18,270",953,974,971,920,819,800,920,"1,063","1,093","1,014",933,884,815,690,536,420,"13,805"
2015,Malawi,"14,907","14,634","14,255","14,343","17,208","21,742","23,391","22,069","19,401","16,289","13,344","11,114","8,746","6,745","5,401","9,214","232,803","7,372","7,215","6,943","6,798","7,979","10,120","11,287","10,970","9,654","7,925","6,297","5,124","3,949","2,986","2,339","3,935","110,893","7,535","7,419","7,312","7,545","9,229","11,622","12,104","11,099","9,747","8,364","7,047","5,990","4,797","3,759","3,062","5,279","121,910"
2015,Mauritius,620,804,915,"1,368","2,202","2,860","2,985","3,841","3,855","3,141","2,010","1,401",955,684,441,503,"28,585",347,457,482,630,906,"1,170","1,456","2,100","2,340","2,029","1,292",915,629,473,292,314,"15,832",273,347,433,738,"1,296","1,690","1,529","1,741","1,515","1,112",718,486,326,211,149,189,"12,753"
2015,Mayotte,"3,037","3,646","4,274","5,328","6,881","8,429","9,261","8,920","7,541","5,512","3,472","2,290","1,939","1,573",896,993,"73,992","1,573","1,816","1,965","2,264","2,833","3,539","4,033","4,029","3,543","2,723","1,813","1,238","1,053",850,465,498,"34,235","1,464","1,830","2,309","3,064","4,048","4,890","5,228","4,891","3,998","2,789","1,659","1,052",886,723,431,495,"39,757"
2015,Mozambique,"27,339","21,984","16,796","16,027","19,354","21,798","24,401","26,723","17,130","13,417","10,401","7,707","5,640","4,179","2,809","3,225","238,930","13,113","10,678","7,932","7,148","8,557","10,017","12,049","13,614","8,948","6,929","5,456","4,122","3,087","2,204","1,443","1,619","116,916","14,226","11,306","8,864","8,879","10,797","11,781","12,352","13,109","8,182","6,488","4,945","3,585","2,553","1,975","1,366","1,606","122,014"
2015,Réunion,"4,276","10,039","12,956","13,169","9,440","10,785","12,401","12,499","10,996","9,075","7,920","5,216","3,203","2,050","1,321","1,863","127,209","2,203","5,150","6,588","6,622","4,690","5,291","6,041","6,110","5,461","4,622","4,155","2,822","1,786","1,174",760,"1,062","64,537","2,073","4,889","6,368","6,547","4,750","5,494","6,360","6,389","5,535","4,453","3,765","2,394","1,417",876,561,801,"62,672"
2015,Rwanda,"16,419","21,942","31,827","62,683","66,192","55,251","47,287","38,403","30,210","22,762","15,633","10,063","6,697","5,673","4,884","5,599","441,525","7,859","10,601","15,288","30,487","33,151","28,476","24,906","20,318","15,888","11,596","7,601","4,583","4,047","2,183","1,615","1,418","220,017","8,560","11,341","16,539","32,196","33,041","26,775","22,381","18,085","14,322","11,166","8,032","5,480","2,650","3,490","3,269","4,181","221,508"
2015,Seychelles,289,371,306,360,"1,046","1,707","2,002","1,985","1,620","1,190",795,452,266,160,122,120,"12,791",187,237,199,243,739,"1,239","1,413","1,396","1,131",839,555,315,184,116,85,76,"8,954",102,134,107,117,307,468,589,589,489,351,240,137,82,44,37,44,"3,837"
2015,Somalia,"5,107","4,597","3,493","3,047","2,961","3,396","3,747","3,690","3,317","2,723","2,135","1,473",995,390,240,267,"41,578","2,480","2,211","1,591","1,379","1,393","1,681","1,984","2,108","2,015","1,704","1,346",915,597,232,131,137,"21,904","2,627","2,386","1,902","1,668","1,568","1,715","1,763","1,582","1,302","1,019",789,558,398,158,109,130,"19,674"
2015,South Sudan,"67,166","73,398","74,297","75,659","80,468","84,155","80,558","72,430","61,512","49,495","39,456","33,020","23,582","12,724","7,807","8,395","844,122","29,811","32,220","37,241","40,248","42,738","44,616","42,625","38,224","32,336","25,884","20,497","17,225","12,428","6,961","3,886","4,009","430,949","37,355","41,178","37,056","35,411","37,730","39,539","37,933","34,206","29,176","23,611","18,959","15,795","11,154","5,763","3,921","4,386","413,173"
2015,Uganda,"103,048","97,661","95,723","95,640","101,260","108,131","108,391","100,525","88,686","77,495","66,698","57,343","42,068","26,794","11,073","16,626","1,197,162","48,965","45,450","43,561","42,130","43,273","45,995","47,621","46,795","43,870","40,181","35,630","31,196","22,650","14,104","5,603","8,409","565,433","54,083","52,211","52,162","53,510","57,987","62,136","60,770","53,730","44,816","37,314","31,068","26,147","19,418","12,690","5,470","8,217","631,729"
2015,United Republic of Tanzania,"30,668","23,396","21,052","24,713","33,739","40,238","40,156","37,353","34,947","32,025","26,676","20,593","15,286","11,502","9,126","11,839","413,309","17,003","12,857","11,465","12,228","16,694","21,019","20,976","16,767","15,687","14,375","11,975","9,244","8,487","6,220","4,935","6,395","206,327","13,665","10,539","9,587","12,485","17,045","19,219","19,180","20,586","19,260","17,650","14,701","11,349","6,799","5,282","4,191","5,444","206,982"
2015,Zambia,"7,285","6,735","8,893","12,757","15,564","17,311","16,771","15,073","12,927","10,904","8,757","7,109","5,782","4,118","2,936","2,506","155,428","3,538","3,239","4,232","6,048","7,506","8,618","8,539","7,730","6,651","5,639","4,547","3,759","3,111","2,269","1,687","1,432","78,545","3,747","3,496","4,661","6,709","8,058","8,693","8,232","7,343","6,276","5,265","4,210","3,350","2,671","1,849","1,249","1,074","76,883"
2015,Zimbabwe,"12,230","12,898","17,078","23,465","31,586","40,236","42,618","44,031","41,331","37,943","29,995","24,599","18,662","15,343","6,921","4,930","403,866","5,689","6,015","7,994","11,396","16,420","22,476","25,109","26,939","25,859","23,786","18,392","14,319","9,935","7,367","3,324","2,359","227,379","6,541","6,883","9,084","12,069","15,166","17,760","17,509","17,092","15,472","14,157","11,603","10,280","8,727","7,976","3,597","2,571","176,487"
2015,Middle Africa,"383,652","245,515","252,633","264,080","321,943","369,871","332,484","291,358","250,874","208,280","162,088","124,666","92,795","63,982","35,051","37,706","3,436,978","180,484","118,619","127,765","125,406","157,768","195,410","176,331","154,911","135,968","113,965","88,866","67,580","51,478","35,089","19,316","20,498","1,769,454","203,168","126,896","124,868","138,674","164,175","174,461","156,153","136,447","114,906","94,315","73,222","57,086","41,317","28,893","15,735","17,208","1,667,524"
